Title,DOI,Artifact Available,Artifact Reusable,Artifact Functional
Challenges and Opportunities in Model Checking Large-scale Distributed Systems,https://dl.acm.org/doi/10.1145/3597503.3649398,False,False,False
Software Engineering Research in a World with Generative Artificial Intelligence,https://dl.acm.org/doi/10.1145/3597503.3649399,False,False,False
Trustworthy by Design,https://dl.acm.org/doi/10.1145/3597503.3649400,False,False,False
Domain Knowledge Matters: Improving Prompts with Fix Templates for Repairing Python Type Errors,https://dl.acm.org/doi/10.1145/3597503.3608132,False,False,False
Practical Program Repair via Preference-based Ensemble Strategy,https://dl.acm.org/doi/10.1145/3597503.3623310,False,False,False
Learning and Repair of Deep Reinforcement Learning Policies from Fuzz-Testing Data,https://dl.acm.org/doi/10.1145/3597503.3623311,True,False,False
BinAug: Enhancing Binary Similarity Analysis with Low-Cost Input Repairing,https://dl.acm.org/doi/10.1145/3597503.3623328,False,False,False
VeRe: Verification Guided Synthesis for Repairing Deep Neural Networks,https://dl.acm.org/doi/10.1145/3597503.3623332,True,True,False
RUNNER: Responsible UNfair NEuron Repair for Enhancing Deep Neural Network Fairness,https://dl.acm.org/doi/10.1145/3597503.3623334,False,False,False
ITER: Iterative Neural Repair for Multi-Location Patches,https://dl.acm.org/doi/10.1145/3597503.3623337,False,False,False
EGFE: End-to-end Grouping of Fragmented Elements in UI Designs with Multimodal Learning,https://dl.acm.org/doi/10.1145/3597503.3623313,False,False,False
A Comprehensive Study of Learning-based Android Malware Detectors under Challenging Environments,https://dl.acm.org/doi/10.1145/3597503.3623320,False,False,False
Toward Automatically Completing GitHub Workflows,https://dl.acm.org/doi/10.1145/3597503.3623351,False,False,False
UniLog: Automatic Logging via LLM and In-Context Learning,https://dl.acm.org/doi/10.1145/3597503.3623326,False,False,False
Predicting Performance and Accuracy of Mixed-Precision Programs for Precision Tuning,https://dl.acm.org/doi/10.1145/3597503.3623338,True,True,False
Dataflow Analysis-Inspired Deep Learning for Efficient Vulnerability Detection,https://dl.acm.org/doi/10.1145/3597503.3623345,True,True,False
Large Language Models for Test-Free Fault Localization,https://dl.acm.org/doi/10.1145/3597503.3623342,False,False,False
CrashTranslator: Automatically Reproducing Mobile Application Crashes Directly from Stack Trace,https://dl.acm.org/doi/10.1145/3597503.3623298,False,False,False
Reorder Pointer Flow in Sound Concurrency Bug Prediction,https://dl.acm.org/doi/10.1145/3597503.3623300,False,False,False
Object Graph Programming,https://dl.acm.org/doi/10.1145/3597503.3623319,False,False,False
Semantic Analysis of Macro Usage for Portability,https://dl.acm.org/doi/10.1145/3597503.3623323,True,True,False
NuzzleBug: Debugging Block-Based Programs in Scratch,https://dl.acm.org/doi/10.1145/3597503.3623331,False,False,False
LogShrink: Effective Log Compression by Leveraging Commonality and Variability of Log Data,https://dl.acm.org/doi/10.1145/3597503.3608129,False,False,False
Demystifying Compiler Unstable Feature Usage and Impacts in the Rust Ecosystem,https://dl.acm.org/doi/10.1145/3597503.3623352,True,True,False
Resource Usage and Optimization Opportunities in Workflows of GitHub Actions,https://dl.acm.org/doi/10.1145/3597503.3623303,True,True,False
Revealing Hidden Threats: An Empirical Study of Library Misuse in Smart Contracts,https://dl.acm.org/doi/10.1145/3597503.3623335,False,False,False
Fine-SE: Integrating Semantic Features and Expert Features for Software Effort Estimation,https://dl.acm.org/doi/10.1145/3597503.3623349,False,False,False
Kind Controllers and Fast Heuristics for Non-Well-Separated GR(1) Specifications,https://dl.acm.org/doi/10.1145/3597503.3608131,True,True,False
